Pos,2019,2018,Title,Director,Year,Country,Mins,Col,Genre,Seen
814,902,805,Japón,"Reygadas, Carlos",2002,Mexico-Germany-Netherlands-Spain,122,Col,Drama,
815,746,612,Life of Pi,"Lee, Ang",2012,USA-Taiwan-UK,127,Col,Adventure-Drama-Fantasy,
816,730,861,Inside,"Bustillo, Alexandre & Julien Maury",2007,France,83,Col,Horror-Thriller,
817,---,---,"Portuguese Nun, The","Green, Eugène",2009,Portugal-France,127,Col,Drama,
818,744,708,"Divo, Il","Sorrentino, Paolo",2008,Italy-France,118,Col-BW,Biography-Drama,
819,650,729,Reprise [2006],"Trier, Joachim",2006,Norway,107,Col,Drama,
820,808,---,[Rec],"Balagueró, Jaume & Paco Plaza",2007,Spain,78,Col,Horror,
821,680,604,Hustle & Flow,"Brewer, Craig",2005,USA,116,Col,Crime-Drama-Musical,
822,740,704,Everybody Wants Some!!,"Linklater, Richard",2016,USA,117,Col,Comedy,
823,739,663,Junebug,"Morrison, Phil",2005,USA,107,Col,Drama-Comedy,
824,742,679,Mother!,"Aronofsky, Darren",2017,USA,121,Col,Drama-Horror-Mystery,X
825,946,---,Maps to the Stars,"Cronenberg, David",2014,Canada-USA-Germany-France,111,Col,Drama,
826,910,938,Gloria [2013],"Lelio, Sebastián",2013,Chile-Spain,110,Col,Drama,
827,796,758,Drag Me to Hell,"Raimi, Sam",2009,USA,99,Col,Horror-Thriller,
828,637,---,Widows,"McQueen, Steve",2018,UK-USA,129,Col,Crime-Drama-Thriller,X
829,720,733,Session 9,"Anderson, Brad",2001,USA,97,Col,Horror-Thriller-Drama,
830,---,---,On the Beach at Night Alone,Hong Sang-soo,2017,South Korea-Germany,101,Col,Drama,
831,652,540,Revolutionary Road,"Mendes, Sam",2008,USA-UK,119,Col,Drama-Romance,
832,938,---,Private Life,"Jenkins, Tamara",2018,USA,123,Col,Drama,
833,706,678,Control,"Corbijn, Anton",2007,UK-Japan-Australia,122,BW,Biography-Drama-Musical,X
834,690,637,Tristram Shandy: A Cock and Bull Story,"Winterbottom, Michael",2005,UK,94,Col,Comedy,
835,702,632,Little Otik,"Svankmajer, Jan",2000,Czech Republic-UK-Japan,131,Col,Animated-Comedy-Drama,
836,703,631,Adventureland,"Mottola, Greg",2009,USA,107,Col,Comedy-Drama-Romance,
837,683,603,Where the Wild Things Are,"Jonze, Spike",2009,Germany-USA-Australia,101,Col,Adventure-Drama-Family,X
838,714,718,Land of the Dead,"Romero, George A.",2005,USA-Canada-France,93,Col,Action-Horror-Thriller,
839,709,639,Iron Man [2008],"Favreau, Jon",2008,USA,126,Col,Action-Adventure-Science Fiction,X
840,806,826,Drug War,"To, Johnnie",2012,China-Hong Kong,107,Col,Crime-Action-Drama,
841,883,752,Manakamana,"Spray, Stephanie & Pacho Velez",2013,Nepal-USA,118,Col,Documentary,
842,711,726,Apocalypto,"Gibson, Mel",2006,USA,138,Col,Action-Adventure-Drama,
843,---,---,Star Wars: The Last Jedi,"Johnson, Rian",2017,USA,152,Col,Action-Adventure-Science Fiction,X
844,891,793,Last Resort,"Pawlikowski, Pawel",2000,UK,73,Col,Drama-Romance,
845,884,926,Zootopia,"Howard, Byron & Rich Moore",2016,USA,108,Col,Animated-Adventure-Comedy,X
846,868,773,"Magdalene Sisters, The","Mullan, Peter",2002,UK-Ireland,119,Col,Drama,
847,673,629,Under the Sand,"Ozon, François",2000,France-Japan,96,Col,Drama,
848,850,753,Batman Begins,"Nolan, Christopher",2005,UK-USA,141,Col,Action-Adventure-Mystery,X
849,---,---,"Sapienza, La","Green, Eugène",2014,France-Italy,101,Col,Drama,
850,694,799,Ong-Bak,"Pinkaew, Prachya",2003,Thailand,105,Col,Adventure-Crime-Thriller,
851,682,865,"Square, The [2017]","Östlund, Ruben",2017,Sweden-Germany-France-Denmark,142,Col,Comedy-Drama,
852,---,---,Ad Astra,"Gray, James",2019,USA-China,123,Col,Science Fiction-Adventure-Drama,X
853,679,696,From the Notebook of...,"Beavers, Robert",2000,USA,48,Col,Avant-Garde,
854,821,776,Sicario,"Villeneuve, Denis",2015,USA,121,Col,Action-Crime-Drama,X
855,760,836,United Red Army,"Wakamatsu, Kôji",2007,Japan,190,Col,Drama,
856,---,---,Archipelago,"Hogg, Joanna",2010,UK,115,Col,Drama,
857,---,---,"Hale County This Morning, This Evening","Ross, RaMell",2018,USA,76,Col,Documentary,
858,915,820,Father,"de Orbe, José Maria",2010,Spain,85,Col,Drama,
859,882,909,Snatch,"Ritchie, Guy",2000,USA-UK,102,Col,Crime-Comedy,
860,---,994,Embrace of the Serpent,"Guerra, Ciro",2015,Colombia-Venezuela-Argentina,125,Col-BW,Adventure-Drama,
861,---,---,Wonder Woman,"Jenkins, Patty",2017,USA-Hong Kong-China,141,Col,Action-Adventure-Fantasy,
862,789,710,Frozen River,"Hunt, Courtney",2008,USA,97,Col,Crime-Drama,
863,816,850,"House of the Devil, The","West, Ti",2009,USA,95,Col,Horror-Thriller,
864,759,683,Adam & Paul,"Abrahamson, Lenny",2004,Ireland,83,Col,Comedy-Drama,
865,---,---,Staying Vertical,"Guiraudie, Alain",2016,France,98,Col,Comedy-Drama,
866,734,734,Boxing Gym,"Wiseman, Frederick",2010,USA,91,Col,Documentary,
867,894,---,Stevie [2002],"James, Steve",2002,USA,140,Col,Documentary,
868,---,---,"Lighthouse, The","Eggers, Robert",2019,Canada-USA,109,BW,Drama-Fantasy-Horror,X
869,998,910,Shutter Island,"Scorsese, Martin",2009,USA,138,Col,Drama-Mystery-Thriller,X
870,---,908,Wild Tales,"Szifrón, Damián",2014,Argentina-Spain,122,Col,Comedy-Drama-Thriller,
871,912,---,Secretary,"Shainberg, Steven",2002,USA,104,Col,Drama,
872,722,695,Public Enemies,"Mann, Michael",2009,USA-Japan,140,Col-BW,Crime-Drama-History,X
873,1000,---,Mission: Impossible - Fallout,"McQuarrie, Christopher",2018,USA-China-France-Norway,147,Col,Action-Adventure-Thriller,
874,788,744,"Secret in Their Eyes, The","Campanella, Juan José",2009,Spain-Argentina,129,Col,Crime-Drama-Mystery,
875,---,---,Coco,"Unkrich, Lee",2017,USA,105,Col,Animated-Adventure-Comedy,X
876,---,---,Monos,"Landes, Alejandro",2019,Colombia-Argentina-Netherlands-Germany-Sweden-Uruguay-USA-Switzerland-Denmark,102,Col,Adventure-Drama-Thriller,
877,791,713,Monster's Ball,"Forster, Marc",2001,USA,111,Col,Romance-Drama-Crime,
878,698,699,Three Monkeys,"Ceylan, Nuri Bilge",2008,Turkey-France-Italy,109,Col,Drama,
879,840,914,Dave Chappelle's Block Party,"Gondry, Michel",2005,USA,103,Col,Documentary-Comedy-Music,
880,695,760,"Kid Stays in the Picture, The","Burstein, Nanette & Brett Morgen",2002,USA,93,Col,Documentary-Biography,
881,776,693,Night and Day [2008],Hong Sang-soo,2008,South Korea,145,Col,Drama,
882,755,638,Rust and Bone,"Audiard, Jacques",2012,France-Belgium,120,Col,Drama-Romance,
883,700,676,Short Term 12,"Cretton, Destin Daniel",2013,USA,96,Col,Drama,
884,750,885,High Tension,"Aja, Alexandre",2003,France-Romania,90,Col,Crime-Horror-Thriller,
885,909,---,Isle of Dogs,"Anderson, Wes",2018,USA-Germany,101,Col,Animated-Adventure-Comedy,X
886,870,804,Into Great Silence,"Groning, Philip",2005,Germany-Switzerland,164,Col,Documentary,
887,769,723,Ponyo,"Miyazaki, Hayao",2008,Japan-USA,103,Col,Animated-Adventure-Family,
888,725,755,Southland Tales,"Kelly, Richard",2006,USA-Germany,144,Col,Comedy-Drama-Science Fiction,
889,861,827,X2,"Singer, Bryan",2003,USA,133,Col,Thriller-Science Fiction-Action,X
890,838,955,Ginger Snaps,"Fawcett, John",2000,Canada,108,Col,Drama-Horror-Thriller,
891,689,658,Precious,"Daniels, Lee",2009,USA,110,Col,Drama,
892,817,732,"Sea Inside, The","Amenábar, Alejandro",2004,Spain-France-Italy,125,Col,Drama,
893,926,983,Decasia,"Morrison, Bill",2002,USA,70,BW,Documentary,
894,971,942,House of Tolerance,"Bonello, Bertrand",2011,France,122,Col,Drama,
895,826,---,"Second Mother, The","Muylaert, Anna",2015,Brazil,112,Col,Comedy-Drama,
896,892,---,Young Adult,"Reitman, Jason",2011,USA,94,Col,Comedy-Drama,X
897,852,739,National Gallery,"Wiseman, Frederick",2014,France-USA-UK,180,Col,Documentary,
898,794,777,"Big Short, The","McKay, Adam",2015,USA,130,Col,Biography-Drama-Comedy,X
899,754,837,Inside Man,"Lee, Spike",2006,USA,129,Col,Crime-Drama-Thriller,
900,856,884,"Mad Songs of Fernanda Hussein, The","Gianvito, John",2001,USA,168,Col,Drama,
901,713,669,Rise of the Planet of the Apes,"Wyatt, Rupert",2011,USA,105,Col,Action-Drama-Science Fiction,X
902,960,866,Honor de cavalleria,"Serra, Albert",2006,Spain,95,Col,Drama,
903,---,961,Fengming: A Chinese Memoir,Wang Bing,2007,China,186,Col,Documentary,
904,758,671,Late Marriage,"Kosashvili, Dover",2001,Israel-France,102,Col,Comedy-Drama-Romance,
905,---,---,Enemy,"Villeneuve, Denis",2013,Canada-Spain-France,91,Col,Mystery-Thriller,X
906,824,763,Lorna's Silence,"Dardenne, Jean-Pierre & Luc Dardenne",2008,Belgium-France-Italy-Germany,105,Col,Drama,
907,979,890,In the Cut,"Campion, Jane",2003,UK-Australia-USA,119,Col,Thriller-Mystery-Crime,
908,988,881,Blancanieves,"Berger, Pablo",2011,Spain-Belgium-France,104,BW,Drama-Fantasy,
909,784,722,"Quiet American, The [2002]","Noyce, Phillip",2002,USA-Germany,100,Col,War-Thriller-Drama,
910,727,655,Cold Mountain,"Minghella, Anthony",2003,USA-UK-Romania-Italy,155,Col,War-Romance-Drama,
911,851,948,"I, Tonya","Gillespie, Craig",2017,USA,120,Col,Biography-Drama-Sport,X
912,704,841,We Own the Night,"Gray, James",2007,USA,117,Col,Crime-Drama-Thriller,
913,---,---,Where Does Your Hidden Smile Lie?,"Costa, Pedro",2001,Portugal-France,104,Col-BW,Documentary,
914,804,889,State and Main,"Mamet, David",2000,USA,105,Col,Comedy,
915,823,918,13 Assassins,"Miike, Takashi",2010,Japan-UK,141,Col,Action-Adventure-Drama,
916,762,823,Catch Me if You Can,"Spielberg, Steven",2002,USA,141,Col,Drama-Crime-Comedy,X
917,783,---,"Talking Picture, A","Oliveira, Manoel de",2003,Portugal-France-Italy,96,Col,Drama-Comedy-History,
918,753,731,Flanders,"Dumont, Bruno",2006,France,91,Col,Drama-War,
919,---,---,Joker,"Phillips, Todd",2019,USA-Canada,122,Col,Crime-Drama-Thriller,X
920,752,748,March of the Penguins,"Jacquet, Luc",2005,France-USA,80,Col,Documentary-Family,
921,799,---,Frank,"Abrahamson, Lenny",2014,UK-Ireland,95,Col,Comedy-Drama-Mystery,
922,787,702,All or Nothing,"Leigh, Mike",2002,UK-France,128,Col,Drama,
923,928,814,Green Room,"Saulnier, Jeremy",2015,USA,95,Col,Crime-Horror-Thriller,
924,780,692,"Deep End, The","McGehee, Scott/David Siegel",2001,USA,100,Col,Drama-Crime,
925,832,802,"Aura, The","Bielinsky, Fabian",2005,Argentina-France-Spain,134,Col,Crime-Drama-Thriller,
926,807,590,Let Me In,"Reeves, Matt",2010,USA-UK-Sweden,116,Col,Drama-Fantasy-Horror,
927,818,703,Victoria,"Schipper, Sebastian",2015,Germany,138,Col,Crime-Drama-Thriller,
928,873,912,At Sea,"Hutton, Peter B.",2007,USA,60,Col,Documentary,
929,---,---,"Differently, Molussia","Rey, Nicolas",2012,France,81,Col,Documentary-Drama,
930,911,960,Funny Ha Ha,"Bujalski, Andrew",2002,USA,90,Col,Drama-Comedy,
931,990,897,"Fits, The","Holmer, Anna Rose",2015,USA,72,Col,Drama,
932,835,828,Tokyo Sonata,"Kurosawa, Kiyoshi",2008,Japan-Netherlands-Hong Kong,120,Col,Drama,
933,874,782,Zidane: A 21st Century Portrait,"Gordon, Douglas & Philippe Parreno",2006,France-Iceland,90,Col,Documentary-Sport,
934,929,786,"Dark Knight Rises, The","Nolan, Christopher",2012,USA-UK,165,Col,Action-Crime-Thriller,X
935,815,812,Liverpool,"Alonso, Lisandro",2008,Argentina-France-Netherlands-Germany-Spain,84,Col,Drama,
936,825,738,Five Dedicated to Ozu,"Kiarostami, Abbas",2003,Iran-Japan-France,74,Col,Documentary,
937,---,---,Happy Hour,"Hamaguchi, Ryusuke",2015,Japan,317,Col,Drama,
938,---,---,"Day After, The",Hong Sang-soo,2017,South Korea,92,BW,Drama-Romance,
939,---,---,"Vie nouvelle, La","Grandrieux, Philippe",2002,France,102,Col,Drama,
940,837,877,300,"Snyder, Zack",2006,USA,117,Col,Action-Fantasy-War,X
941,---,972,Guardians of the Galaxy,"Gunn, James",2014,USA-UK,121,Col,Action-Adventure-Science Fiction,X
942,980,978,"Operai, contadini","Straub, Jean-Marie & Danièle Huillet",2001,France-Italy,123,Col,Documentary-Drama,
943,848,781,Day Night Day Night,"Loktev, Julia",2006,USA,94,Col,Drama,
944,895,---,Enough Said,"Holofcener, Nicole",2013,USA,93,Col,Comedy-Drama-Romance,
945,844,749,Black Sun,"Tarn, Gary",2005,UK,75,Col,Documentary,
946,810,835,Stuck on You,"Farrelly, Bob/Peter Farrelly",2003,USA,118,Col,Comedy,
947,828,792,Lady Vengeance,Park Chan-wook,2005,South Korea,115,Col,Drama-Crime-Thriller,
948,793,716,Margot at the Wedding,"Baumbach, Noah",2007,USA,92,Col,Comedy-Drama,X
949,---,---,"Sky Turns, The","Álvarez, Mercedes",2004,Spain,115,Col,Documentary,
950,813,871,Hat Wolff von Amerongen Konkursdelikte begangen?,"Friedl, Gerhard Benedikt",2004,Germany-Austria,73,Col,Documentary-Crime-History,
951,---,965,My Golden Days,"Desplechin, Arnaud",2015,France,123,Col,Drama,
952,792,756,Road to Perdition,"Mendes, Sam",2002,USA,117,Col,Drama-Crime,X
953,827,741,Springtime in a Small Town,Tian Zhuangzhuang,2002,China-Hong Kong-France,116,Col,Romance-Drama,
954,---,975,"Future, The","July, Miranda",2011,Germany-USA,91,Col,Drama,
955,773,691,Spider-Man,"Raimi, Sam",2002,USA,131,Col,Fantasy-Adventure-Action,X
956,---,---,"Imposter, The","Layton, Bart",2012,UK,99,Col,Documentary,
957,834,876,"Ring, The [2002]","Verbinski, Gore",2002,USA,115,Col,Drama-Horror-Mystery,
958,917,---,Mary and Max,"Elliot, Adam",2008,Australia,80,Col,Animated-Comedy-Drama,X
959,864,768,"Ditch, The",Wang Bing,2010,Hong Kong-France-Belgium,112,Col,Drama,
960,878,780,"Sobibor, Oct. 14, 1943, 4 p.m.","Lanzmann, Claude",2001,France,95,Col,Documentary-History-War,
961,798,751,Va savoir,"Rivette, Jacques",2001,France-Italy-Germany,154,Col,Romance-Drama-Comedy,
962,795,721,Mondays in the Sun,"León de Aranoa, Fernando",2002,Spain-France-Italy,113,Col,Comedy-Drama,
963,---,---,"Wonders, The","Rohrwacher, Alice",2014,Italy-Switzerland-Germany,110,Col,Drama,
964,803,818,"Town Called Panic, A","Aubier, Stephane & Vincent Patar",2009,Belgium-France-Luxembourg,77,Col,Animated,
965,606,573,"Devil's Rejects, The","Zombie, Rob",2005,USA-Germany,107,Col,Crime-Drama-Horror,
966,800,759,"Isle, The",Kim Ki-duk,2000,South Korea,86,Col,Drama,
967,801,769,About Elly,"Farhadi, Asghar",2009,Iran,119,Col,Drama,
968,---,---,Hustlers,"Scafaria, Lorene",2019,USA,110,Col,Comedy-Crime-Drama,X
969,865,---,Girlfight,"Kusama, Karyn",2000,USA,110,Col,Drama-Sport,
970,779,766,"Trip, The [2010]","Winterbottom, Michael",2010,UK,112,Col,Comedy-Drama,
971,809,843,Teza,"Gerima, Haile",2008,Ethiopia-Germany-France,140,Col,Drama,
972,822,778,"Forbidden Room, The","Maddin, Guy",2015,Canada,130,Col-BW,Comedy-Mystery,
973,---,---,Viola,"Piñeiro, Matías",2012,Argentina-USA,65,Col,Drama,
974,---,---,Barbara [2012],"Petzold, Christian",2012,Germany,105,Col,Drama,
975,---,---,"Last Mistress, The","Breillat, Catherine",2007,France-Italy,114,Col,Drama,
976,968,891,Graduation,"Mungiu, Cristian",2016,Romania-France-Belgium,128,Col,Drama-Crime,
977,---,---,World of Tomorrow,"Hertzfeldt, Don",2015,USA,17,Col,Animated-Short-Comedy,
978,907,765,Ray,"Hackford, Taylor",2004,USA-UK,152,Col,Musical-Drama-Biography,
979,862,761,"Danse: The Paris Opera Ballet, La","Wiseman, Frederick",2009,France-USA,159,Col,Documentary,
980,786,874,How to Survive a Plague,"France, David",2012,USA,120,Col,Documentary-History-News,
981,---,---,Your Name,"Shinkai, Makoto",2016,Japan,106,Col,Animated-Fantasy-Romance,
982,---,878,"Gatekeepers, The","Moreh, Dror",2012,Israel-France-Germany-Belgium,95,Col,Documentary,
983,992,817,Night Across the Street,"Ruiz, Raúl",2012,Chile-France,110,Col,Drama-Comedy-Fantasy,
984,846,743,"House I Live In, The [2012]","Jarecki, Eugene",2012,Netherlands-UK-Germany-Japan-Australia-USA,108,Col,Documentary,
985,---,949,Okja,Bong Joon-ho,2017,South Korea-USA,120,Col,Action-Adventure-Drama,
986,---,---,Shirkers,"Tan, Sandi",2018,USA,97,Col,Documentary,
987,961,869,My Architect,"Kahn, Nathaniel",2003,USA,116,Col,Documentary-Biography,
988,---,---,Climax,"Noé, Gaspar",2018,France,95,Col,Drama-Horror-Musical,
989,854,---,"Raid 2, The","Evans, Gareth",2014,Indonesia-USA,150,Col,Action-Crime-Thriller,
990,---,---,"Oversimplication of Her Beauty, An","Nance, Terence",2011,USA,84,Col,Animated-Comedy-Drama,
991,903,801,Turtles Can Fly,"Ghobadi, Bahman",2004,Iran,97,Col,War-Drama,
992,858,813,Our Beloved Month of August,"Gomes, Miguel",2008,Portugal-France,147,Col,Musical-Romance,
993,866,798,Son frère,"Chéreau, Patrice",2003,France,92,Col,Drama,
994,820,790,Shattered Glass,"Ray, Billy",2003,USA-Canada,95,Col,Drama,
995,842,747,Lebanon,"Maoz, Samuel",2009,Israel-France-Germany,93,Col,Drama-War,
996,---,---,Logan,"Mangold, James",2017,USA-Canada-Australia,137,Col,Action-Drama-Science Fiction,X
997,914,815,Lage Raho Munna Bhai,"Hirani, Rajkumar",2006,India,144,Col,Comedy-Drama-Romance,
998,---,---,Arabian Nights: Volume 1 - The Restless One,"Gomes, Miguel",2015,Portugal-France-Germany-Switzerland,125,Col,Drama,
999,---,---,"Lac, Un","Grandrieux, Philippe",2008,France,90,Col,Drama,
1000,---,---,Snowtown,"Kurzel, Justin",2011,Australia,119,Col,Biography-Crime-Drama,
